Price,Close,High,Low,Open,Volume
Ticker,INFY.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS
Date,,,,,
19-11-2019,599.55,600.52,592.95,597.07,6495885
20-11-2019,599.68,601.36,592.95,599.51,6142171
21-11-2019,599.89,606.79,597.58,601.78,9692973
22-11-2019,583.03,598.84,576.21,598.63,14415826
25-11-2019,587.15,593.08,583.03,583.15,7334511
26-11-2019,580.84,594.84,576.97,592.95,27253106
27-11-2019,585.17,586.77,580.42,583.91,3861635
28-11-2019,590.30,591.56,583.74,587.99,4837683
29-11-2019,585.68,590.68,581.64,589.50,4262379
02-12-2019,582.61,592.11,580.59,591.35,9383736
03-12-2019,587.36,588.49,579.12,582.61,5239013
04-12-2019,596.19,597.58,583.15,586.22,7427886
05-12-2019,601.24,602.12,591.94,594.17,4814422
06-12-2019,601.45,605.57,596.82,602.16,5226096
09-12-2019,603.26,607.54,600.73,602.20,6435865
10-12-2019,600.98,604.31,597.16,599.68,4457939
11-12-2019,606.45,607.84,599.68,602.71,6043554
12-12-2019,590.51,606.16,588.37,604.31,11112042
13-12-2019,598.25,599.60,589.04,589.04,10302412
16-12-2019,600.52,605.74,597.33,599.09,5616324
17-12-2019,613.73,615.03,601.36,605.32,10525565
18-12-2019,616.04,620.12,607.88,614.82,12215295
19-12-2019,614.69,618.98,609.44,616.92,7199210
20-12-2019,615.28,618.18,612.51,614.82,7794167
23-12-2019,619.03,620.12,615.37,615.79,4975608
24-12-2019,616.84,619.82,612.55,619.82,2890759
26-12-2019,613.10,617.81,611.08,615.66,3821806
27-12-2019,619.82,620.29,613.01,613.77,3399094
30-12-2019,616.42,620.67,611.67,619.11,5368416
31-12-2019,614.95,620.50,610.15,613.73,6927885
01-01-2020,619.74,622.39,616.12,618.18,2112415
02-01-2020,617.93,623.06,614.74,621.46,5658200
03-01-2020,627.44,629.12,617.26,617.26,7882938
06-01-2020,621.42,634.00,619.45,627.52,6519403
07-01-2020,612.21,624.58,609.86,620.71,7899363
08-01-2020,604.05,613.14,595.73,609.73,8639443
09-01-2020,611.92,615.24,600.77,607.00,13521186
